id,price_doc
30474,53065000.44
30475,78575781.21
30476,52489471.62
30477,56852292.98
30478,48224475.74
30479,87398052.86
30480,41360828.74
30481,41289987.81
30482,46693594.59
30483,46601877.68
30484,60121419.73
30485,47423149.82
30486,35578386.12
30487,37470748.87
30488,59373930.48
30489,58201623.39
30490,213999820
30491,199040580.5
30492,56454541.13
30493,134751318.3
30494,64922463.4
30495,107596097.6
30496,79087609.42
30497,80273935.55
30498,45056390.75
30499,80768619.4
30500,105718353.9
30501,68146183.19
30502,30520557.94
30503,64665135.22
30504,56770520.96
30505,106686426.8
30506,32754542.55
30507,46166007.8
30508,51643189.57
30509,75224918.23
30510,86599481.14
30511,63575804.01
30512,62227514.56
30513,41165658.62
30514,34955509.12
30515,90992022.15
30516,56625171.78
30517,104658378.2
30518,78141985.25
30519,44516354.98
30520,66784192.57
30521,56648419.66
30522,71804140.98
30523,63862271.9
30524,102886747.4
30525,108778040.3
30526,47277075.94
30527,48240642.66
30528,64702499.75
30529,64965886.31
30530,62589857.03
30531,142415963.8
30532,46164816.15
30533,103608618.4
30534,64160307.68
30535,89078892.26
30536,55198969.33
30537,113447075.9
30538,48000434.51
30539,83917294.75
30540,90519416.16
30541,61884707.04
30542,22453222.43
30543,55369314.8
30544,66148788.06
30545,83103811.27
30546,40377473.18
30547,91730114.17
30548,43478910.62
30549,49405972.43
30550,119905793.4
30551,49669292.74
30552,19488167.72
30553,70304403.23
30554,109761946.9
30555,59619109.67
30556,84594361.85
30557,72940304.91
30558,93494507.27
30559,59985717
30560,60027663.45
30561,67013804.39
30562,118253867.9
30563,47161230.45
30564,71304353.75
30565,65193587.45
30566,66619332.39
30567,20840616.15
30568,97401672.79
30569,96620397.97
30570,65714687.34
30571,70796999.24
30572,47078622.84
30573,61615029.82
30574,59387898.25
30575,74178973.57
30576,48386827.87
30577,40285445
30578,32703440.71
30579,68536550.7
30580,45016589.58
30581,53874559.45
30582,122911934.3
30583,65581905.92
30584,42824561.48
30585,26221101.29
30586,86831648.7
30587,55682731.81
30588,76467304.52
30589,71824111.89
30590,125004150.3
30591,51858082.01
30592,62897910.29
30593,73250648.16
30594,64775517.93
30595,54680875.09
30596,62582443.21
30597,61618797.71
30598,89726311.33
30599,105404650.8
30600,48314332.12
30601,58117035.48
30602,18548510.82
30603,113146815.1
30604,45122916.77
30605,63534930.16
30606,228126326.9
30607,66800874.54
30608,84177926.86
30609,58438928.97
30610,29485831.92
30611,52267327.56
30612,70779791.67
30613,80325591.62
30614,159411682.6
30615,74596658.13
30616,53749823.92
30617,91074538.64
30618,48938387.05
30619,41470566.83
30620,26837919.07
30621,90276682.58
30622,76406418.42
30623,61606973.46
30624,64947670.2
30625,75761734.29
30626,61710348.93
30627,73059471.21
30628,60956994.79
30629,51508701.69
30630,46725355.36
30631,58240604.02
30632,40373622.23
30633,59879473.1
30634,113912828.4
30635,90318755.8
30636,52355292.85
30637,90115347.58
30638,58873397.45
30639,75106197.51
30640,44630416.5
30641,75985530.46
30642,64009281.14
30643,78263992.79
30644,89699529.33
30645,71945986.9
30646,52255817.51
30647,46714759.83
30648,225008462.8
30649,22971924.3
30650,48604307.5
30651,33658595.2
30652,43406501.03
30653,67358398.38
30654,43171508.11
30655,121897333.5
30656,37755992.19
30657,61797206.96
30658,101739404.9
30659,45758832.98
30660,83951122.51
30661,62192141.26
30662,82133324.33
30663,162017342.7
30664,121007084.9
30665,58314302.34
30666,26611546.03
30667,41031665.19
30668,84832139.53
30669,46588693.31
30670,24966948.34
30671,71949438.42
30672,148476171
30673,96981360.78
30674,110774021.5
30675,22018141.03
30676,66632816.75
30677,42392872.91
30678,185560463.4
30679,56163406.75
30680,49589331.25
30681,24522932.78
30682,85932003.6
30683,89960492.28
30684,45620875.31
30685,73782546.53
30686,89455549.78
30687,48304010.03
30688,43100656.17
