"id","price_doc"
30474,5657206.3832112
30475,8106797.71742478
30476,5672165.2499791
30477,5963746.64247329
30478,5001635.92896483
30479,9403359.49193929
30480,4288166.03092671
30481,4279166.28719786
30482,4742409.01947542
30483,4541784.24726488
30484,6979105.33726525
30485,4318613.72736916
30486,3755434.40684192
30487,4046702.82979671
30488,6046776.30208175
30489,6248367.59684379
30490,24150575.3180577
30491,16014306.0697133
30492,5902282.55021577
30493,15282356.6343814
30494,6968351.21166812
30495,10954019.0152481
30496,7498684.8434869
30497,8437642.12743419
30498,4828175.23143591
30499,8270049.14675583
30500,12199062.3933283
30501,7310134.5673138
30502,3174315.80998318
30503,5929447.81588937
30504,5466820.02476849
30505,11137454.509317
30506,3116941.19724131
30507,4282656.90692184
30508,5469688.2386638
30509,7674856.71028897
30510,9946144.96571163
30511,6158480.74751163
30512,6818019.68338779
30513,3819200.43538429
30514,3323714.80399374
30515,9972948.77117801
30516,5723815.33197106
30517,11018664.342576
30518,8300160.9406327
30519,4981879.828971
30520,7264849.19856621
30521,5835928.26086041
30522,7226540.06027499
30523,6539695.63760303
30524,10496310.0395262
30525,11085741.9901789
30526,4849971.37142569
30527,5302809.29482865
30528,5880931.60741581
30529,6286285.50140352
30530,6141934.75711533
30531,13660477.9171568
30532,4367570.42346899
30533,9618076.59296989
30534,7018056.84832529
30535,9916840.44298087
30536,5720933.88679406
30537,11509991.3953116
30538,5261015.65521408
30539,8809905.34434949
30540,10146010.6724706
30541,5616469.44152817
30542,2411584.7079523
30543,5771717.86867053
30544,7286039.07296532
30545,7715432.08137972
30546,4125265.65827877
30547,9740717.93214067
30548,4630068.98926198
30549,5608943.5535056
30550,12487402.095297
30551,5140864.8995043
30552,2058962.07182098
30553,7371629.33618272
30554,11363990.0638027
30555,6203356.01889481
30556,9110676.69646236
30557,7195627.87337712
30558,8907762.66940602
30559,6169449.86953647
30560,6013422.02753762
30561,7422073.64078273
30562,12084520.6520563
30563,4802861.7754896
30564,7299893.65920814
30565,7255245.99771343
30566,7438208.30973324
30567,2367853.91178196
30568,10095589.0013508
30569,10785653.1891997
30570,6709212.12638572
30571,8117195.17366467
30572,4899276.17103504
30573,6515703.35721926
30574,6293621.74945311
30575,8122910.16176225
30576,4896538.95947904
30577,3988678.55173104
30578,3078780.32539164
30579,7757028.27115638
30580,5070869.30122991
30581,5543063.43032764
30582,12586854.3946115
30583,7052018.42709952
30584,4432738.00444395
30585,3376116.88596719
30586,9810975.56873458
30587,5892631.33221294
30588,7605644.50848065
30589,8098158.79096828
30590,13092527.2302984
30591,5283243.94934758
30592,7310762.02820971
30593,7670115.2595901
30594,7439045.40507612
30595,5966363.45397592
30596,6939258.13592289
30597,6515703.35721926
30598,10130714.7965535
30599,10886762.4055741
30600,5224262.4877475
30601,6198778.73817595
30602,2294479.63855822
30603,12569125.3340383
30604,5076971.11346992
30605,6804865.49239098
30606,20784340.828634
30607,6776506.67479279
30608,8776161.36506785
30609,6194801.49639398
30610,3092976.96650936
30611,5575882.26576078
30612,7752376.5260359
30613,8323275.10407867
30614,17022414.2938835
30615,7437456.42304485
30616,5646674.10896596
30617,8988524.25877511
30618,5273719.71189981
30619,4379766.5841117
30620,2893482.3600325
30621,9235951.19102972
30622,7568540.34288385
30623,6287028.93403796
30624,6501718.56031225
30625,7434981.40861894
30626,6301994.19400037
30627,7177643.74523886
30628,6505886.64719593
30629,5316967.96583561
30630,4523404.49309786
30631,6399026.65948097
30632,4129162.31673186
30633,5541361.5100821
30634,11844570.4903669
30635,10146010.6724706
30636,5688036.95439602
30637,10208866.2867261
30638,6262786.89112598
30639,7646510.2462639
30640,4802499.94013709
30641,7955625.65599071
30642,6541286.19988088
30643,8372706.45623119
