"id","price_doc"
30474,5192909.23311861
30475,7297603.54501568
30476,5423043.92251583
30477,5331384.68809962
30478,4290471.72458394
30479,8014636.72451777
30480,3778789.00600112
30481,3819182.23409795
30482,4171402.44774788
30483,4530918.08720185
30484,5215941.89920205
30485,4391875.26135358
30486,3484408.1008029
30487,3345781.8313394
30488,5833116.08253068
30489,5135314.63023487
30490,21006105.7927296
30491,19459062.5249756
30492,4956544.31921476
30493,14516584.2452716
30494,5778363.84823032
30495,11096947.1906656
30496,7522948.13383128
30497,7309879.42717341
30498,3983048.94371884
30499,7732653.25461909
30500,10079987.834856
30501,6473332.75371948
30502,2895661.99687948
30503,6406670.74541489
30504,5720169.06171654
30505,10121181.2440779
30506,3100027.40724125
30507,4213207.76333796
30508,4430092.93068843
30509,7862679.93347493
30510,7583073.99827373
30511,6358436.01855278
30512,6368154.51828888
30513,3712913.93568688
30514,3278963.18879591
30515,7947606.59168815
30516,5384547.70325556
30517,10253012.8885664
30518,7056838.59569516
30519,4228218.47106614
30520,5685234.75736862
30521,5589719.41642115
30522,6473291.75883842
30523,6233425.84073355
30524,9844299.62785802
30525,9628232.89226364
30526,4271745.15150971
30527,4319975.27289129
30528,5953529.21506431
30529,6088955.14110665
30530,6179447.01763108
30531,13689407.6699321
30532,4244631.32184637
30533,10284643.1201216
30534,5961562.55758547
30535,7895980.47614153
30536,4756149.75921146
30537,11308462.3543478
30538,4434290.97288094
30539,10251690.1488391
30540,7902798.57117676
30541,6849726.71143645
30542,2236496.55794972
30543,5383829.57570521
30544,6500641.02359589
30545,9129074.84936501
30546,3620199.47448777
30547,8056090.35179264
30548,3985135.55445892
30549,4628116.32194699
30550,11100213.6009039
30551,4555885.86080251
30552,2039060.67368172
30553,7011190.99163938
30554,11808791.4320336
30555,5324682.48136527
30556,7528397.43096836
30557,7554086.05854011
30558,8911584.28647707
30559,5940088.66874009
30560,5015172.43356134
30561,6291621.26026727
30562,10740748.966544
30563,4107497.04471886
30564,7346838.74674855
30565,6260632.76128802
30566,6350336.60634851
30567,2150651.34394795
30568,10062168.5809078
30569,10409068.4339455
30570,6568984.15288813
30571,5919351.72973662
