"id","price_doc"
30474,5590812.7045875
30475,8086127.5691467
30476,5477560.08135202
30477,6248421.2272518
30478,4979229.42501909
30479,9826313.45371087
30480,4425810.50473313
30481,4352746.55414057
30482,4929632.41198967
30483,4591059.23731272
30484,6824765.77019327
30485,3948635.63029714
30486,3863645.12362207
30487,4071792.00333967
30488,6109133.32254106
30489,6368130.85029187
30490,20089773.4920142
30491,16470800.4465543
30492,5639086.23621809
30493,13830865.1507479
30494,6939000.04678722
30495,10307497.3850876
30496,8702675.98179065
30497,8090485.75941593
30498,4623071.17476196
30499,8006644.72730007
30500,12340177.5799985
30501,7060194.43873033
30502,3178902.39871157
30503,5726266.79361706
30504,5394361.48856503
30505,11522885.3566602
30506,3016908.5509767
30507,4178899.52961045
30508,5636849.49322859
30509,7069917.02942319
30510,9430948.79391368
30511,6596508.23123932
30512,6566036.40575431
30513,3927959.69993537
30514,3312399.11132419
30515,9566993.41496499
30516,5764286.29376824
30517,11615187.7311942
30518,8441408.8532909
30519,4719304.66189972
30520,7657252.02239839
30521,5922281.90993833
30522,6957208.91570526
30523,6275012.89884201
30524,10112702.6492617
30525,10279539.539965
30526,4843361.708885
30527,5245865.20748508
30528,6185185.12266217
30529,6592093.48235076
30530,6648949.10066736
30531,15444107.9320282
30532,4567873.18357513
30533,10971876.2923178
30534,6687907.34616582
30535,9527550.6583411
30536,5996053.36778176
30537,12096581.5006959
30538,5158362.97343002
30539,8588057.5448023
30540,9678603.03811703
30541,6230884.82711069
30542,2299632.0313372
30543,5734021.19053523
30544,7583445.57674161
30545,7534763.87457297
30546,4310454.35652881
30547,10192192.5260987
30548,4683132.50796015
30549,5426284.37929054
30550,11981470.7539321
30551,4851622.88253657
30552,2029954.20518423
30553,6797899.20184437
30554,11710596.8773439
30555,6184778.12898596
30556,9523971.37539882
30557,7576505.9012568
30558,9161612.22045605
30559,5830259.69385701
30560,6071392.22665384
30561,7435265.03609931
30562,12156765.1054541
30563,4762169.10822998
30564,7366379.69582509
30565,6959584.61987612
30566,7529570.39565876
30567,2281150.86700877
30568,9831712.69226265
30569,10516269.035781
30570,6964358.38737984
30571,8411779.31374145
30572,4835640.29895857
30573,6342795.72385365
30574,6312851.6782394
30575,7802017.7637304
30576,4930995.96732174
30577,4280337.67496365
30578,3038694.92898681
30579,7896274.42464556
30580,4602474.69755166
30581,5387837.11127087
30582,12372583.4615997
30583,6984551.90130919
30584,4599517.28496036
30585,3546115.70915703
30586,9906858.41671927
30587,5827341.33531054
30588,8043012.07124072
30589,8126916.14753043
30590,12526309.4648295
30591,5632341.06844354
30592,7781998.55565256
30593,8751297.09205299
30594,6995471.12716409
30595,5901984.22837495
30596,6996431.87503413
30597,6369242.32893142
30598,9711055.45204376
30599,10547646.6517967
30600,5316354.45176839
30601,6029259.55489486
30602,2176990.3371796
30603,12465817.9976315
30604,5114541.22782481
30605,6420831.65866922
30606,15655931.4535042
30607,6767039.15032269
30608,8704286.2375322
30609,6387996.59444653
30610,3116721.2364717
