id,price_doc
30474,5314287.014
30475,7116270.587
30476,5436612.449
30477,5471324.357
30478,4338816.627
30479,8110496.29
30480,3841661.675
30481,3967442.504
30482,4819184.39
30483,4697034.102
30484,5195173.654
30485,4258459.341
30486,3584309.611
30487,3665228.38
30488,5550662.903
30489,4842497.914
30490,19611578.96
30491,19838645.01
30492,5613998.553
30493,13640770.99
30494,5951031.336
30495,10649593.64
30496,7784346.282
30497,7318697.672
30498,4626718.714
30499,8191146.351
30500,9402933.894
30501,7041914.973
30502,2983115.566
30503,6491532.689
30504,5743442.237
30505,9417741.162
30506,3221712.48
30507,4341701.332
30508,4752311.43
30509,7811216.295
30510,7257693.543
30511,6117582.902
30512,7025030.48
30513,3818716.405
30514,3215079.794
30515,7897263.435
30516,5401484.302
30517,9226582.645
30518,6523287.059
30519,4564825.44
30520,5970090.402
30521,5362040.093
30522,6421440.674
30523,6506095.14
30524,9957173.69
30525,10389623.57
30526,4335189.697
30527,4487964.204
30528,6608868.987
30529,6247710.146
30530,6299763.557
30531,14125546.36
30532,4429576.733
30533,9686646.667
30534,5961892.111
30535,7392859.77
30536,4911899.15
30537,11675484.46
30538,4885637.089
30539,7072931.639
30540,7566457.866
30541,6614650.281
30542,2322204.857
30543,5638101.589
30544,6544589.788
30545,8229168.758
30546,3782020.068
30547,8325014.984
30548,4147658.45
30549,4626891.791
30550,12275171.36
30551,4650514.867
30552,1972312.347
30553,6845162.828
30554,11419393.07
30555,5390460.308
30556,7337938.754
30557,8326930.886
30558,9282299.613
30559,5877060.084
30560,5972337.578
30561,6943474.689
30562,10664087.58
30563,4389014.682
30564,7470051.867
30565,6791501.376
30566,5786556.114
30567,2122552.975
30568,9890477.371
30569,10085168.74
30570,6627191.385
30571,6222490.915
30572,4405981.362
30573,5385472.144
30574,6140578.92
30575,7440550.228
30576,5076442.407
30577,4140987.231
30578,3230007.91
30579,7228018.736
30580,5042605.258
30581,5483489.843
30582,12222741.32
30583,6061377.388
30584,4646839.724
30585,3084860.105
30586,7952247.924
30587,5038130.99
30588,8022265.99
30589,7741046.16
30590,12606672.7
30591,5366245.102
30592,6759287.433
30593,6744953.432
30594,5607966.299
30595,5540873.889
30596,6011428.21
30597,5379613.997
30598,7672520.079
30599,10079405.78
30600,4379450.415
30601,5900243.759
30602,1962776.87
30603,9638172.805
30604,4376879.465
30605,5567621.794
30606,20367118.28
30607,6701110.174
30608,8141209.567
30609,5010233.729
30610,3007573.333
30611,4731783.865
30612,7238569.817
30613,6947860.319
30614,14352812.6
30615,7676021.331
30616,4789732.788
30617,9219131.148
30618,5068594.742
30619,3913205.186
30620,2578666.142
30621,9032738.616
30622,8346971.038
30623,6109246.068
30624,6004764.127
30625,6602376.221
30626,6190823.47
30627,7405493.493
30628,5299364.823
30629,5124006.858
30630,4717234.483
30631,5215273.848
30632,3970174.454
30633,5902370.033
30634,12021677.26
30635,7631685.646
30636,5114980.067
30637,7761944.489
30638,6023818.693
30639,7499463.904
30640,4119646.234
30641,6406421.278
30642,6342590.595
30643,8451101.99
30644,7672520.079
30645,7619129.03
30646,5144244.862
30647,4577879.254
30648,19458711.38
30649,2418174.975
30650,4627926.002
30651,3295317.452
30652,3958193.296
30653,6455370.716
30654,4169704.066
30655,10884469.1
30656,3273871.808
30657,6076113.302
30658,9129334.953
30659,4286611.101
30660,8540173.973
30661,5225433.751
30662,8199405.673
30663,17465488.34
30664,11810476.42
30665,5013705.806
30666,2613807.577
30667,4024507.149
30668,7336452.269
30669,4139261.613
30670,2667869.742
30671,7242681.193
30672,12728832.28
30673,10037376.92
30674,10261663.06
30675,2270704.639
30676,6613883.564
30677,4146740.35
30678,15914462.31
30679,5747055.752
30680,4780794.235
30681,2564184.567
30682,8235229.069
30683,7811246.547
30684,4405531.61
30685,7320910.286
30686,7990603.483
30687,4267778.389
30688,3930447.027
30689,14099590.18
30690,19389553.8
30691,4515534.675
30692,5677793.671
30693,11301790.03
30694,5460877.652
30695,6078022.643
30696,6526411.918
30697,11251837.34
30698,7801809.047
30699,5835268.901
30700,4428834.506
30701,7672520.079
30702,6133765.44
30703,3624575.3
30704,10118473.19
30705,9031315.121
30706,18183034.66
30707,3536129.19
30708,14277062.31
30709,4793381.463
30710,7314139.623
30711,4192239.916
30712,3539284.651
30713,6260026.183
30714,7417128.647
30715,3636547.382
30716,7778737.755
30717,6305609.152
30718,9670149.098
30719,10904749.61
30720,7167585.935
30721,3563197.791
30722,6631258.319
30723,5323118.366
30724,9373258.324
30725,6642734.848
30726,12222284.34
30727,8065305.367
30728,8125809.304
30729,3119610.952
30730,6362611.904
30731,5378041.482
30732,4782891.779
30733,11147670.78
30734,5627254.528
30735,5092794.189
30736,4653701.014
30737,7429240.733
30738,6002588.516
30739,3907263.176
30740,6133226.846
30741,9163027.635
30742,3789039.277
30743,4361941.273
30744,8911619.613
30745,6849567.606
30746,5216600.263
30747,14839728.66
30748,12137650.88
30749,4982890.179
30750,5800701.089
30751,2811979.774
30752,6142591.314
30753,8463284.952
30754,5920545.696
30755,4480466.276
30756,4840334.572
30757,5473585.716
30758,9907031.756
30759,6217559.775
30760,4305109.246
30761,9458954.877
30762,5879305.538
30763,10510705.58
30764,4937757.372
30765,5462180.943
30766,3421735.442
30767,8519072.1
30768,4380730.341
30769,7004546.61
30770,5022206.285
30771,2787114.187
30772,8161166.126
30773,6496389.368
30774,4673241.405
30775,13178107.74
30776,6124727.935
30777,5060978.173
30778,8685366.504
30779,6555734.564
30780,7523541.359
30781,5706132.036
30782,5614978.794
30783,4574562.572
30784,3553375.637
30785,5132318.626
30786,3674637.129
30787,5348785.765
30788,4927065.778
30789,7155471.465
30790,6253173.698
30791,8279472.423
30792,5744480.618
30793,10309051.85
30794,12123807.18
30795,11647739.72
30796,11700151.39
30797,12170282.28
30798,2657685.294
30799,10996381.82
30800,15197510
30801,5332491.199
30802,20114926.77
30803,3040317.453
30804,3258770.955
30805,14648859.74
30806,5712062.53
30807,5729070.79
30808,8606345.149
30809,4440354.627
30810,11300441
30811,4011483.609
30812,5362943.602
30813,5186426.791
30814,2539738.316
30815,3692187.888
30816,8078937.5
30817,1995851.832
30818,8010620.249
30819,7407658.576
30820,5034372.829
30821,24569569.6
30822,8048427.344
30823,7160986.686
30824,3028887.697
30825,4648544.923
30826,11183147.99
30827,4929145.055
30828,5555179.333
30829,5386873.948
30830,8586015.046
30831,5715028.996
30832,6033209.627
30833,5262226.561
30834,3645008.368
30835,7805562.502
30836,5791409.882
30837,4639006.127
30838,4127240.475
30839,5990887.435
30840,11380780.51
30841,10075875.45
30842,7566774.41
30843,5128113.9
30844,5236030.035
30845,9527181.75
30846,3849733.293
30847,5796879.811
30848,7178716.525
30849,4247902.482
30850,3330477.584
30851,4333270.693
30852,6424296.025
30853,3606165.082
30854,6125395.22
30855,5966953.366
30856,8856553.042
30857,2475082.735
30858,3895247.877
30859,4681342.422
30860,5652435.379
30861,7472294.372
30862,6362358.524
30863,4866349.273
30864,6133080.827
30865,8074549.901
30866,6853017.969
30867,5692276.859
30868,8266493.129
30869,5274425.988
30870,5205726.794
30871,8752627.775
30872,4344549.05
30873,3552819.221
30874,5289143.642
30875,6536135.874
30876,4420582.498
30877,9629957.419
30878,5137994.798
30879,8385276.141
30880,5346912.553
30881,1981468.345
30882,8983827.584
30883,3367802.867
30884,5205815.662
30885,5268521.517
30886,5920687.784
30887,5719719.36
30888,4180725.35
30889,5129755.638
30890,7247097.218
30891,3329061.007
30892,3416556.183
30893,3880083.89
30894,5721121.622
30895,3971605.799
30896,5983951.106
30897,7691583.906
30898,6168539.528
30899,5235553.552
30900,3091467.591
30901,6485655.033
30902,2095595.198
30903,6371549.515
30904,8364076.126
30905,5178743.134
30906,6456159.254
30907,12828087.89
30908,4028810.666
30909,9656285.578
30910,6366273.152
