"id","price_doc"
30474,5284405.47142655
30475,7288379.31811468
30476,5434084.26862147
30477,5551432.02225657
30478,4503803.15054882
30479,8203678.50376655
30480,4053730.14862459
30481,4027222.9781274
30482,4777575.70823076
30483,4524516.32293164
30484,5443395.32597973
30485,4479023.55109335
30486,3503132.26503189
30487,3781213.39931622
30488,5538515.57856287
30489,5165592.5137205
30490,19680842.7486429
30491,21175412.1997971
30492,5829213.05739716
30493,14714658.6639597
30494,5940077.28418487
30495,11807311.7493249
30496,7403642.61008952
30497,7534817.29673173
30498,4660746.70369473
30499,8398841.06326739
30500,9643319.2772876
30501,6936573.90147329
30502,3244002.29892812
30503,6584615.50952976
30504,5897820.47301061
30505,9729030.04929514
30506,3433850.99642844
30507,4478195.02419804
30508,4816795.29041793
30509,7715423.12782142
30510,7530660.23365336
30511,6277849.05301635
30512,6451812.57802118
30513,4006806.30335073
30514,3731346.81795681
30515,7847181.08115313
30516,5450687.4600451
30517,9046664.48384793
30518,7223330.60872441
30519,4572633.32663505
30520,6009290.06773467
30521,5845222.46956693
30522,6639583.01248009
30523,6354488.13787636
30524,9708281.16440385
30525,9588938.43879018
30526,4445116.5400666
30527,4672986.63552585
30528,6447590.95719507
30529,6328334.98869746
30530,6468771.42877505
30531,14036832.7205982
30532,4369148.73223419
30533,9157974.90962344
30534,5947523.86525549
30535,7726966.44173143
30536,4918574.85078437
30537,11567771.5798431
30538,4838762.80586957
30539,7690904.89498133
30540,7827671.17287312
30541,6286668.38187697
30542,2646125.34194947
30543,5496264.95178267
30544,6889647.94136603
30545,7840003.27295821
30546,4077154.47560892
30547,7856374.53914113
30548,4192119.13617031
30549,4741375.56623444
30550,11551478.2860955
30551,4698689.66549697
30552,2324967.01989708
30553,7209038.18694048
30554,11515877.4127129
30555,5519814.28164329
30556,7267258.99497523
30557,8182509.47012206
30558,9344178.59238385
30559,5582861.40651361
30560,6055322.21943375
30561,6838572.44847113
30562,10705871.1844389
30563,4300926.23849574
30564,7277878.63132943
30565,6834611.79752071
30566,5969517.83007337
30567,2378755.62811518
30568,10077703.721898
30569,9957719.88774072
30570,6353517.18464513
30571,6284118.04777485
30572,4528019.22165485
30573,5680655.59613893
30574,5922439.65578966
30575,7492081.81116859
30576,4924038.48479503
30577,4033094.59392527
30578,3394523.09873687
30579,6937606.88394692
30580,4865573.40913569
30581,5271270.36023222
30582,11543835.2775524
30583,6048072.4220241
30584,4427583.25209585
30585,3128049.99041206
30586,7781494.36337733
30587,5355943.77364714
30588,7603879.46179532
30589,7862335.89580408
30590,12405463.645525
30591,4963615.37673311
30592,6508436.6145897
30593,7050365.00109625
30594,6240530.46103431
30595,5644500.87056432
30596,5779915.23168274
30597,5680655.59613893
30598,7864603.92266472
30599,10865064.3661828
30600,4455199.08443355
30601,5897648.91465551
30602,2176210.16746417
30603,9765938.41271749
30604,4600704.63234127
30605,5644630.83216245
30606,22943902.7828226
30607,6697011.37911133
30608,7968026.71787921
30609,5271830.9184848
30610,2983367.28740206
30611,4816795.29041793
30612,7217525.01670897
30613,6549238.11904571
30614,13911486.2475281
30615,7752432.51206401
30616,5121459.8916272
30617,9031872.53334888
30618,4911149.25528229
30619,4119852.16309153
30620,2881012.81838052
30621,9254179.47047306
30622,7653685.59050907
30623,6226904.60388129
30624,5990466.22930959
30625,6719641.02409517
30626,6358825.99367921
30627,7465828.91226205
30628,5601465.7392692
30629,5029698.87276736
30630,4899478.49468291
30631,5287161.81595412
30632,3955950.1560351
30633,6518335.30815024
30634,11406665.9903188
30635,7831622.5775708
30636,5128070.5453469
30637,7758131.61197535
30638,6170184.72933916
30639,7300852.64212992
30640,4288501.99302144
30641,6555167.56311929
30642,6136846.52624913
30643,8462734.11675307
30644,7864603.92266472
30645,7002640.63284743
30646,5278258.98820909
30647,4714257.11074802
30648,21656184.1792205
30649,2818528.4373269
30650,4807686.71425007
30651,3473398.77788276
30652,4201206.7166718
30653,5968615.53441107
30654,4216135.8487077
30655,11040750.0907111
30656,3591528.78917296
30657,5893226.67673012
30658,8633133.44014804
30659,4399393.11381914
30660,8494706.83827733
30661,5509026.76798523
