"id","price_doc"
30474,5453377.34579865
30475,7499739.72522011
30476,5600186.23094294
30477,5782037.3602491
30478,4746015.94794984
30479,8404897.63047107
30480,4300929.63954062
30481,4274716.16169919
30482,4956265.43758481
30483,4766499.6236911
30484,5675197.68287898
30485,4721510.90010572
30486,3756432.23938895
30487,3979007.18516147
30488,5769264.02744126
30489,5400472.8545833
30490,19754897.8369225
30491,21039693.0119675
30492,5987738.89742402
30493,14702816.7037411
30494,6166376.53227861
30495,11851214.6915376
30496,7613725.92945995
30497,7743447.23419208
30498,4841676.48958494
30499,8508097.35732055
30500,9828587.55317775
30501,7073867.42075488
30502,3500173.36689887
30503,6728657.41034092
30504,6055030.84783784
30505,9913348.6717977
30506,3687918.58948598
30507,4720691.55307607
30508,5055540.21512392
30509,7837783.14401366
30510,7739336.23030723
30511,6427772.83400544
30512,6598400.81632728
30513,4254525.69844658
30514,3982118.23355509
30515,8052350.10793579
30516,5682409.02196776
30517,9238543.54193658
30518,7435411.73885897
30519,4755252.58122346
30520,6234822.45592478
30521,6003441.34824876
30522,6858131.91637613
30523,6502942.45600691
30524,9792430.50946854
30525,9675376.03798847
30526,4687979.57007135
30527,4913324.92327226
30528,6594260.14003513
30529,6477290.76220711
30530,6615034.50138597
30531,14037987.2627536
30532,4612853.46608042
30533,9252675.71943617
30534,6173740.60713942
30535,7933467.41590984
30536,5156192.08404593
30537,11616267.418524
30538,5016279.34575292
30539,7897805.42185575
30540,8033056.36443945
30541,6436423.0627754
30542,2908920.73337751
30543,5661174.6738185
30544,7027841.20985006
30545,7959974.61375689
30546,4324094.43098523
30547,8061441.70476541
30548,4437785.31257115
30549,4980956.12215556
30550,11600286.5292114
30551,4938743.17025857
30552,2591320.76322587
30553,7341107.52917841
30554,11565368.2600283
30555,5750769.9360987
30556,7478853.40984826
30557,8295913.66392947
30558,9435309.16911721
30559,5746110.74502397
30560,6209512.68650835
30561,6977745.02848958
30562,10879366.6575124
30563,4545386.86008829
30564,7408628.04031946
30565,6973860.31828764
30566,6195490.8844638
30567,2644513.40745005
30568,10154769.8309306
30569,10037086.5433971
30570,6501990.11964347
30571,6506605.41238001
30572,4769963.71119419
30573,5909829.17005072
